time,.timestamp,.latitude,.lat_dir,.longitude,.long_dir,.altitude,.utmeasting,.utmnorthing,.zone,.letter,.fix_quality
2020/02/26/13:26:52.510482,182652.40625,42.3389129639,N,-71.0846710205,W,-2.19099998474,328267.807666,4689511.04501,19,T,5.0
2020/02/26/13:26:53.108017,182653.0,42.3389129639,N,-71.0846710205,W,-2.18899989128,328267.810846,4689511.04586,19,T,5.0
2020/02/26/13:26:53.712332,182653.59375,42.3389129639,N,-71.0846710205,W,-2.1930000782,328267.814003,4689511.05134,19,T,5.0
2020/02/26/13:26:54.307371,182654.203125,42.3389129639,N,-71.0846710205,W,-2.2009999752,328267.818112,4689511.05642,19,T,5.0
2020/02/26/13:26:54.906166,182654.796875,42.3389129639,N,-71.0846710205,W,-2.20900011063,328267.820656,4689511.05932,19,T,5.0
2020/02/26/13:26:55.501305,182655.40625,42.3389129639,N,-71.0846710205,W,-2.21600008011,328267.821814,4689511.0617,19,T,5.0
2020/02/26/13:26:56.118901,182656.0,42.3389129639,N,-71.0846710205,W,-2.22499990463,328267.821067,4689511.06487,19,T,5.0
2020/02/26/13:26:56.707893,182656.59375,42.3389129639,N,-71.0846710205,W,-2.22799992561,328267.823089,4689511.06889,19,T,5.0
2020/02/26/13:26:57.307909,182657.203125,42.3389129639,N,-71.0846710205,W,-2.22900009155,328267.828607,4689511.07543,19,T,5.0
2020/02/26/13:26:57.911743,182657.796875,42.3389129639,N,-71.0846710205,W,-2.2349998951,328267.828803,4689511.07783,19,T,5.0
2020/02/26/13:26:58.508446,182658.40625,42.3389129639,N,-71.0846710205,W,-2.23000001907,328267.831563,4689511.07832,19,T,5.0
2020/02/26/13:26:59.115857,182659.0,42.3389129639,N,-71.0846710205,W,-2.23200011253,328267.833897,4689511.07826,19,T,5.0
2020/02/26/13:26:59.713266,182659.59375,42.3389129639,N,-71.0846710205,W,-2.23799991608,328267.83657,4689511.08079,19,T,5.0
2020/02/26/13:27:00.308642,182700.203125,42.3389129639,N,-71.0846710205,W,-2.24900007248,328267.837982,4689511.08797,19,T,5.0
2020/02/26/13:27:00.911509,182700.796875,42.3389129639,N,-71.0846710205,W,-2.2460000515,328267.840504,4689511.08995,19,T,5.0
2020/02/26/13:27:01.509770,182701.40625,42.3389129639,N,-71.0846710205,W,-2.2539999485,328267.841391,4689511.09252,19,T,5.0
2020/02/26/13:27:02.123046,182702.0,42.3389129639,N,-71.0846710205,W,-2.25099992752,328267.844896,4689511.0954,19,T,5.0
2020/02/26/13:27:02.711450,182702.59375,42.3389129639,N,-71.0846710205,W,-2.25300002098,328267.847692,4689511.09736,19,T,5.0
2020/02/26/13:27:03.300914,182703.203125,42.3389129639,N,-71.0846710205,W,-2.23600006104,328267.850961,4689511.09062,19,T,5.0
2020/02/26/13:27:03.908549,182703.796875,42.3389129639,N,-71.0846710205,W,-2.23900008202,328267.852677,4689511.09335,19,T,5.0
2020/02/26/13:27:04.505868,182704.40625,42.3389129639,N,-71.0846710205,W,-2.24499988556,328267.852475,4689511.09632,19,T,5.0
2020/02/26/13:27:05.108854,182705.0,42.3389129639,N,-71.0846710205,W,-2.2539999485,328267.856306,4689511.09567,19,T,5.0
2020/02/26/13:27:05.711511,182705.59375,42.3389129639,N,-71.0846710205,W,-2.25699996948,328267.858014,4689511.09248,19,T,5.0
2020/02/26/13:27:06.317732,182706.203125,42.3389129639,N,-71.0846710205,W,-2.25699996948,328267.858898,4689511.08931,19,T,5.0
2020/02/26/13:27:06.912714,182706.796875,42.3389129639,N,-71.0846710205,W,-2.26099991798,328267.858325,4689511.09396,19,T,5.0
2020/02/26/13:27:07.507815,182707.40625,42.3389129639,N,-71.0846710205,W,-2.26099991798,328267.859222,4689511.09134,19,T,5.0
2020/02/26/13:27:08.130759,182708.0,42.3389129639,N,-71.0846710205,W,-2.27099990845,328267.858457,4689511.09377,19,T,5.0
2020/02/26/13:27:08.708704,182708.59375,42.3389129639,N,-71.0846710205,W,-2.26600003242,328267.860832,4689511.09538,19,T,5.0
2020/02/26/13:27:09.312358,182709.203125,42.3389129639,N,-71.0846710205,W,-2.25600004196,328267.862256,4689511.09182,19,T,5.0
2020/02/26/13:27:09.912575,182709.796875,42.3389129639,N,-71.0846710205,W,-2.25099992752,328267.860247,4689511.09391,19,T,5.0
2020/02/26/13:27:10.507201,182710.40625,42.3389129639,N,-71.0846710205,W,-2.2460000515,328267.860677,4689511.09464,19,T,5.0
2020/02/26/13:27:11.111203,182711.0,42.3389129639,N,-71.0846710205,W,-2.23399996758,328267.861932,4689511.08979,19,T,5.0
2020/02/26/13:27:11.715847,182711.59375,42.3389129639,N,-71.0846710205,W,-2.22799992561,328267.862569,4689511.08774,19,T,5.0
2020/02/26/13:27:12.316229,182712.203125,42.3389129639,N,-71.0846710205,W,-2.22000002861,328267.864555,4689511.08473,19,T,5.0
2020/02/26/13:27:12.905531,182712.796875,42.3389129639,N,-71.0846710205,W,-2.21199989319,328267.865005,4689511.08064,19,T,5.0
2020/02/26/13:27:13.504529,182713.40625,42.3389129639,N,-71.0846710205,W,-2.20900011063,328267.8643,4689511.07992,19,T,5.0
2020/02/26/13:27:14.115564,182714.0,42.3389129639,N,-71.0846710205,W,-2.20399999619,328267.864809,4689511.07824,19,T,5.0
2020/02/26/13:27:14.710434,182714.59375,42.3389129639,N,-71.0846710205,W,-2.20199990273,328267.865184,4689511.07675,19,T,5.0
2020/02/26/13:27:15.304971,182715.203125,42.3389129639,N,-71.0846710205,W,-2.18799996376,328267.86302,4689511.07254,19,T,5.0
2020/02/26/13:27:15.907602,182715.796875,42.3389129639,N,-71.0846710205,W,-2.19400000572,328267.862498,4689511.07367,19,T,5.0
2020/02/26/13:27:16.509027,182716.40625,42.3389129639,N,-71.0846710205,W,-2.18799996376,328267.86248,4689511.07293,19,T,5.0
2020/02/26/13:27:17.104691,182717.0,42.3389129639,N,-71.0846710205,W,-2.17199993134,328267.861094,4689511.07241,19,T,5.0
2020/02/26/13:27:17.713654,182717.59375,42.3389129639,N,-71.0846710205,W,-2.16300010681,328267.860582,4689511.06835,19,T,5.0
2020/02/26/13:27:18.324043,182718.203125,42.3389129639,N,-71.0846710205,W,-2.16899991035,328267.858705,4689511.07024,19,T,5.0
2020/02/26/13:27:18.913723,182718.796875,42.3389129639,N,-71.0846710205,W,-2.16400003433,328267.858824,4689511.0695,19,T,5.0
2020/02/26/13:27:19.512580,182719.40625,42.3389129639,N,-71.0846710205,W,-2.15899991989,328267.858317,4689511.06562,19,T,5.0
2020/02/26/13:27:20.123546,182720.0,42.3389129639,N,-71.0846710205,W,-2.16300010681,328267.859616,4689511.06818,19,T,5.0
2020/02/26/13:27:20.713571,182720.59375,42.3389129639,N,-71.0846710205,W,-2.16300010681,328267.858577,4689511.07062,19,T,5.0
2020/02/26/13:27:21.326692,182721.203125,42.3389129639,N,-71.0846710205,W,-2.16199994087,328267.861401,4689511.06814,19,T,5.0
2020/02/26/13:27:21.908058,182721.796875,42.3389129639,N,-71.0846710205,W,-2.16199994087,328267.863954,4689511.07141,19,T,5.0
2020/02/26/13:27:22.512772,182722.40625,42.3389129639,N,-71.0846710205,W,-2.15799999237,328267.865753,4689511.07192,19,T,5.0
2020/02/26/13:27:23.110607,182723.0,42.3389129639,N,-71.0846710205,W,-2.14899992943,328267.866956,4689511.07615,19,T,5.0
2020/02/26/13:27:23.709558,182723.59375,42.3389129639,N,-71.0846710205,W,-2.15000009537,328267.868529,4689511.07871,19,T,5.0
2020/02/26/13:27:24.322302,182724.203125,42.3389129639,N,-71.0846710205,W,-2.13700008392,328267.87025,4689511.08163,19,T,5.0
2020/02/26/13:27:24.912581,182724.796875,42.3389129639,N,-71.0846710205,W,-2.132999897,328267.871687,4689511.07863,19,T,5.0
2020/02/26/13:27:25.511382,182725.40625,42.3389129639,N,-71.0846710205,W,-2.13000011444,328267.873622,4689511.08469,19,T,5.0
2020/02/26/13:27:26.124956,182726.0,42.3389129639,N,-71.0846710205,W,-2.12599992752,328267.87618,4689511.08815,19,T,5.0
2020/02/26/13:27:26.707415,182726.59375,42.3389129639,N,-71.0846710205,W,-2.12800002098,328267.878765,4689511.09271,19,T,5.0
2020/02/26/13:27:27.328492,182727.203125,42.3389129639,N,-71.0846710205,W,-2.13000011444,328267.878398,4689511.09457,19,T,5.0
2020/02/26/13:27:27.914333,182727.796875,42.3389129639,N,-71.0846710205,W,-2.12700009346,328267.881088,4689511.09784,19,T,5.0
2020/02/26/13:27:28.509338,182728.40625,42.3389129639,N,-71.0846710205,W,-2.12800002098,328267.88214,4689511.10152,19,T,5.0
